Prd_Nr,Swissmedic_Nr,Swissmedic_Nm,Abgabekategorie
1194283,60691,"Alutard SQ-U 100'000 Dermatophagoides pteronyssinus, Depotsuspension zur Injektion",A
1194288,60699,"Alutard SQ-U 100'000 Milben-Mischung, Depotsuspension zur Injektion",A
1194291,60702,"Alutard SQ-U 100'000 Phleum pratense, Depotsuspension zur Injektion",A
1194348,60706,"Alutard SQ-U 100'000 Vespula spp., Depotsuspension zur Injektion",A
1056462,57303,"Alvesco 160 ug, Dosieraerosol",B
1056461,57303,"Alvesco 80 ug, Dosieraerosol",B
1154530,59441,"Amanita muscaria D6, Injektionslösung",B
1258384,61216,"Amavita Acetylcystein 600 mg, Brausetabletten",D
1390586,67150,"Amavita Bisacodyl-N 5mg, Dragées",D
1137698,60128,Amavita Bronchialpastillen,E
1147781,61240,"Amavita Cetirizin, Filmtabletten",D
1381854,67013,"Amavita Dextromethorphan, Hustentabletten",B
1381855,67031,"Amavita Dextromethorphan-N, Hustensirup",B
1368173,66813,"Amavita Dolopirin-N, Tabletten",D
1607815,69657,"Amavita Fexofenadin 120 mg, Filmtabletten",D
1509984,68935,"Amavita Flumol Grippe, Pulver zur Herstellung einer Lösung zum Einnehmen",D
1539507,69181,"Amavita Flurbiprofen 8.75 mg, Lutschtabletten",D
1354414,66488,"Amavita Glycolax, Suppositorien",D
1143144,61220,"Amavita Ibuprofen 400, Filmtabletten",D
1224650,63036,"Amavita Loperamid 2 mg, Kapseln",D
1284262,65480,"Amavita Nieren- und Blasendragées, Filmtabletten",D
1618233,69752,"Amavita Pantoprazol 20 mg, magensaftresistente Tabletten",D
1143145,61221,"Amavita Paracetamol 500, Tabletten",D
1307302,65972,"Amavita Wallwurz-Gel, Gel",D
1454754,68071,"Amavita Xylo Plus, Nasenspray",D
1441881,67512,"Ambiful 250 mg/5 ml, Injektionslösung in einer Fertigspritze",B
63928,53342,"AmBisome, Pulver zur Herstellung einer Infusionsdispersion",A
1461928,67799,"Ambrisentan Devatis 10 mg, Filmtabletten",B
1461927,67799,"Ambrisentan Devatis 5 mg, Filmtabletten",B
1522671,67500,"Ambrisentan OrPha 10 mg, Filmtabletten",B
1522670,67500,"Ambrisentan OrPha 5 mg, Filmtabletten",B
1462928,67294,"Ambrisentan-Mepha 10 mg, Lactab",B
1462927,67294,"Ambrisentan-Mepha 5 mg, Lactab",B
1311203,65693,"Ameluz 78 mg/g, Gel",B
1320683,65693,"Ameluz 78 mg/g, Gel",B
100067,62520,"Amethyst spag. Lüthi Urtinktur, Tropfen",D
1612839,66979,"Amgevita 20 mg/0.2 ml , Injektionslösung in einer Fertigspritze",B
1612842,67204,"Amgevita 40 mg/0.4 ml, Injektionslösung im Fertigpen",B
1612840,66979,"Amgevita 40 mg/0.4 ml, Injektionslösung in einer Fertigspritze",B
1612843,67204,"Amgevita 80 mg/0.8 ml, Injektionslösung im Fertigpen",B
1612841,66979,"Amgevita 80 mg/0.8 ml, Injektionslösung in einer Fertigspritze",B
1512804,68217,"Amikacin Ideogen 1 g/4 ml, Konzentrat zur Herstellung einer Infusionslösung (i.v.) bzw. Injektionslösung (i.m.)",A
1512803,68217,"Amikacin Ideogen 500 mg/2 ml, Konzentrat zur Herstellung einer Infusionslösung (i.v.) bzw. Injektionslösung (i.m.)",A
1232,39805,"Amikin 500 mg,  Konzentrat zur Herstellung einer Infusionslösung (i.v.) bzw. Injektionslösung (i.m.)",A
31097,56507,"Aminophyllin Amino, Injektionslösung",B
1316933,65450,"Aminoplasmal B. Braun 10%, Infusionslösung",B
1006396,55337,"Aminoven 10 %, Infusionslösung",B
1006397,55337,"Aminoven 15 %, Infusionslösung",B
1551437,55337,"Aminoven 15 %, Infusionslösung",B
1006399,54850,"Aminoven infant 10%, Infusionslösung",B
1551438,54850,"Aminoven infant 10%, Infusionslösung",B
1003487,55721,"Amiodar, Tabletten",B
1141346,59528,"Amiodarone Labatec, solution injectable",B
1193098,53114,"Amiodarone Zentiva 200 mg, Tabletten",B
109526,55349,"Amiodaron-Mepha 100 mg, Tabletten",B
109527,55349,"Amiodaron-Mepha 200 mg, Tabletten",B
1183314,59423,"Amisulpride Zentiva 100 mg, teilbare Tabletten",B
1183315,59423,"Amisulpride Zentiva 200 mg, teilbare Tabletten",B
1183316,62398,"Amisulpride Zentiva 400 mg, teilbare Filmtabletten",B
1158738,59514,"Amisulprid-Mepha 200, Tabletten",B
1158739,59515,"Amisulprid-Mepha 400, Lactab",B
1121150,59421,"Amlodipin axapharm 10 mg, Tabletten",B
1121149,59421,"Amlodipin axapharm 5 mg, Tabletten",B
1062670,57311,"Amlodipin Sandoz eco 10, Tabletten",B
1062669,57311,"Amlodipin Sandoz eco 5, Tabletten",B
1216531,58862,"Amlodipin Spirig HC 10mg, Tabletten",B
1216530,58862,"Amlodipin Spirig HC 5mg, Tabletten",B
1310463,66016,"Amlodipin Valsartan HCT Sandoz 10 mg/160 mg/12.5 mg , Filmtabletten",B
1310465,66016,"Amlodipin Valsartan HCT Sandoz 10 mg/160 mg/25 mg, Filmtabletten",B
1310462,66016,"Amlodipin Valsartan HCT Sandoz 5 mg/160 mg/12.5 mg, Filmtabletten",B
1310464,66016,"Amlodipin Valsartan HCT Sandoz 5 mg/160 mg/25 mg, Filmtabletten",B
1310469,66015,"Amlodipin Valsartan Sandoz 10mg/160mg, Filmtabletten",B
1310468,66015,"Amlodipin Valsartan Sandoz 5mg/160mg, Filmtabletten",B
1310467,66015,"Amlodipin Valsartan Sandoz 5mg/80mg, Filmtabletten",B
1376070,66734,"Amlodipin Valsartan Zentiva 10/160 mg, Filmtabletten",B
1376069,66734,"Amlodipin Valsartan Zentiva 5/160 mg, Filmtabletten",B
1376068,66734,"Amlodipin Valsartan Zentiva 5/80 mg, Filmtabletten",B
1543369,59261,"Amlodipin Viatris 10 mg, Tabletten",B
1543368,59261,"Amlodipin Viatris 5 mg, Tabletten",B
1541695,68727,"Amlodipin Zentiva 10 mg, Tabletten",B
1439668,56821,"Amlodipin Zentiva 10, Tabletten",B
1541694,68727,"Amlodipin Zentiva 5 mg, Tabletten",B
1439667,56821,"Amlodipin Zentiva 5, Tabletten",B
1557056,68131,"Amlodipin/Valsartan Viatris 10 mg/160 mg, Filmtabletten",B
1557054,68131,"Amlodipin/Valsartan Viatris 5 mg/80 mg, Filmtabletten",B
1557055,68131,"Amlodipin/Valsartan Vitatris 5 mg/160 mg, Filmtabletten",B
1014120,56991,"Amlodipin-Mepha 10, Tabletten",B
1014119,56991,"Amlodipin-Mepha 5, Tabletten",B
1339957,65890,"Amlodipin-Valsartan-HCT-Mepha 10mg/160mg/12.5mg, Filmtabletten",B
1339958,65890,"Amlodipin-Valsartan-HCT-Mepha 10mg/160mg/25mg, Filmtabletten",B
1339955,65890,"Amlodipin-Valsartan-HCT-Mepha 5mg/160mg/12.5mg, Filmtabletten",B
1339956,65890,"Amlodipin-Valsartan-HCT-Mepha 5mg/160mg/25mg, Filmtabletten",B
1424228,65801,"Amlodipin-Valsartan-Mepha Teva 10/160 mg, Filmtabletten",B
1424227,65801,"Amlodipin-Valsartan-Mepha Teva 5/160 mg, Filmtabletten",B
1424226,65801,"Amlodipin-Valsartan-Mepha Teva 5/80 mg, Filmtabletten",B
1123166,60399,"Ammi visnaga comp., Suppositorien",B
1123168,60200,"Amnion GI D30, Solutio ad injectionem",B
1488173,68231,"AMOROLFIN Leman 5%, vernis à ongles",B
1279880,65132,"Amorolfin-Mepha 5%, Nagellack",B
1376073,66428,"Amoxicillin Axapharm 1000 mg, dispergierbare Tabletten",A
1376868,66553,"Amoxicillin Axapharm 200 mg/4 ml, Pulver zur Herstellung einer Suspension zum Einnehmen",A
1376071,66428,"Amoxicillin Axapharm 500 mg, dispergierbare Tabletten",A
1376072,66428,"Amoxicillin Axapharm 750 mg, dispergierbare Tabletten",A
1543059,68815,"Amoxicillin OrPha 1 g, Pulver zur Herstellung einer Injektions-/Infusionslösung",A
1543060,68815,"Amoxicillin OrPha 2 g, Pulver zur Herstellung einer Injektions-/Infusionslösung",A
1543057,68815,"Amoxicillin OrPha 250 mg, Pulver zur Herstellung einer Injektions-/Infusionslösung",A
1543058,68815,"Amoxicillin OrPha 500 mg, Pulver zur Herstellung einer Injektions-/Infusionslösung",A
1463420,56203,"Amoxicillin Sandoz 1000, dispergierbare Filmtabletten",A
1015513,49924,"Amoxicillin Sandoz 1000, Filmtabletten",A
1015515,49923,"Amoxicillin Sandoz 200mg/4ml, Granulat zur Herstellung einer Suspension zum Einnehmen",A
1015511,49924,"Amoxicillin Sandoz 500, Filmtabletten",A
1463419,56203,"Amoxicillin Sandoz 750, dispergierbare Filmtabletten",A
1015512,49924,"Amoxicillin Sandoz 750, Filmtabletten",A
1382220,66711,"Amoxicillin Spirig HC 1000, dispergierbare Tabletten",A
1392759,66700,"Amoxicillin Spirig HC 200 mg/4 ml, Pulver zur Herstellung einer Suspension zum Einnehmen",A
1382218,66711,"Amoxicillin Spirig HC 500, dispergierbare Tabletten",A
1382219,66711,"Amoxicillin Spirig HC 750, dispergierbare Tabletten",A
1257,44911,"Amoxi-Mepha 1000, Lactab",A
1169993,49929,"Amoxi-Mepha 200 mg/4 mL, Granulat zur Zubereitung einer Suspension zum Einnehmen",A
1254,44911,"Amoxi-Mepha 500, Lactab",A
1256,44911,"Amoxi-Mepha 750, Lactab",A
1270850,37244,"Ampho-Moronal, Lutschtabletten",B
1277,37897,"Ampho-Moronal, Suspension zur Anwendung in der Mundhöhle/zum Einnehmen",B
1278,37245,"Ampho-Moronal, Tabletten",B
1302060,65563,"Ampres 20 mg/ml, soluzione iniettabile",B
1302061,65563,"Ampres 30 mg/ml, soluzione iniettabile",B
1466269,67168,"Ampres intrathecal 10 mg/ml, soluzione iniettabile",B
1475727,55361,"Amukina MED, solution désinfectante",D
1550019,69074,"AMVUTTRA®, Injektionslösung in einer Fertigspritze",B
1303,21522,"Anaemodoron, Tropfen zum Einnehmen",D
1311,32934,"Anafranil 10 mg, compresse rivestite con film",B
1312,32934,"Anafranil 25 mg, compresse rivestite con film",B
1314,44815,"Anafranil SR 75 mg, compresse a rilascio prolungato",B
1123169,60222,"Anagallis comp., Solutio ad injectionem",B
1403708,65922,"Anastrozol Devatis 1 mg, Filmtabletten",B
1112783,58757,"Anastrozol Sandoz, Filmtabletten",B
1456889,61533,"Anastrozol Zentiva 1 mg, Filmtabletten",B
1116422,58794,"Anastrozol-Teva, Filmtabletten",B
1324,34662,"Ancopir, Dragées",B
1323,28486,"Ancopir, Injektionslösung",B
1637227,69553,"Andembry 200 mg, Injektionslösung im Fertigpen",B
73608,54718,"Andreafol, Tabletten",D
1263423,62185,"Andreamag mit Himbeeraroma, Brausetabletten",D
1263422,62185,"Andreamag mit Orangenaroma, Brausetabletten",D
1250530,58980,"Andreavit, Filmtabletten",D
1632564,58980,"Andreavit, Filmtabletten",D
1342,40881,"Androcur Depot, Injektionslösung",B
52921,37482,"Androcur-10, Tabletten",B
1341,37482,"Androcur-50, Tabletten",B
1363064,66063,"Andropecia Biorga 1 mg, comprimé pelliculé",B
1343,38845,"Andursil, Kautabletten",D
1051752,56682,"Anesderm, Creme",B
1345,48280,"Anexate, Injektionslösung",B
1177779,60615,"Angelica archangelica / Kalium stibyltartaricum comp., Tropfen",D
1019751,56275,"Angeliq, Filmtabletten",B
1354,34497,"Angina MCC, Lutschtabletten",D
1384307,66092,"Angocin, Filmtabletten",D
1492758,67580,"Angusta 25 µg, Tabletten",B
1488369,68357,"Anidulafungin Accord 100 mg, Pulver für ein Konzentrat zur Herstellung einer Infusionslösung",A
1462781,67756,"Anidulafungin Labatec 100 mg, Poudre pour solution à diluer pour perfusion",A
1424184,67573,"Anidulafungin Pfizer 100 mg, Pulver zur Herstellung einer Infusionslösung",A
1272986,63152,"Anoro Ellipta 55mcg/22mcg , Einzeldosiertes Pulver zur Inhalation",B
1509985,68644,"Anouk 0.075 mg, Filmtabletten",B
1504,15104,"Antabus 400 mg, Brausetabletten",B
1326221,51930,"Antidry bath, ölige Lösung",D
1304552,57964,"Antidry Calm sensitive, Emulsion zur Anwendung auf der Haut",D
1092061,57964,"Antidry Calm, Emulsion zur Anwendung auf der Haut",D
1331340,54958,"Antidry care, Salbe",D
1359180,51931,"Antidry Lotion sensitive, Emulsion",D
1355599,51931,"Antidry Lotion sensitive, Emulsion zur Anwendung auf der Haut",D
1304553,51931,"Antidry Lotion, Emulsion zur Anwendung auf der Haut",D
1601525,51929,"Antidry wash sensitive, Lösung zur Anwendung auf der Haut",D
1302893,51929,"Antidry wash, Lösung zur Anwendung auf der Haut",D
1283909,33848,"Antihydral, Salbe",D
1115454,59694,"Antimonit D6, Ampullen (s.c.)",B
1115450,59878,Antimonit/Belladonna comp. Trituratio,D
1188019,60147,"Antimonium crudum comp., Tropfen",D
1073188,57578,"Antistax forte, Filmtabletten",D
70071,54380,"Antramups 10, Tabletten",B
70072,54380,"Antramups 20, Tabletten",B
70073,54380,"Antramups 40, Tabletten",B
1630973,69330,"Anzupgo 20 mg/g, Creme",B
1851,12175,"Aphenylbarbit 100 mg, Tabletten",B
1627363,68686,"Aphenylbarbit 100mg ad us. vet., teilbare Tabletten für Hunde und Katzen",B
1853,12175,"Aphenylbarbit 15 mg, Tabletten",B
1627361,68686,"Aphenylbarbit 15mg ad us. vet., teilbare Tabletten für Hunde und Katzen",B
1850,12175,"Aphenylbarbit 50 mg, Tabletten",B
1627362,68686,"Aphenylbarbit 50mg ad us. vet., teilbare Tabletten für Hunde und Katzen",B
1076525,58056,"Apidra SoloStar (stylo prérempli), solution injectable",B
1017092,57013,"Apidra, solution injectable",B
1022649,57013,"Apidra, solution injectable",B
1115462,59995,"Apis cum Levistico D3, Ampullen",B
1035670,59870,"Apis D3/Belladonna D3, Dilutio",B
1219835,60239,"Apis D4/Levisticum D3, Solutio ad injectionem",B
1115559,59699,"Apis mellifica D3, Ampullen (s.c.)",B
1115892,59699,"Apis mellifica D30, Ampullen (s.c.)",B
1115893,59699,"Apis mellifica D6, Ampullen (s.c.)",B
1196887,60221,"Apis regina/Aurum comp., Solutio ad injectionem",B
1123177,60216,"Apis/Arnica, Solutio ad injectionem",B
1123181,60218,"Apis/Belladonna, Solutio ad injectionem",B
1257849,60217,"Apis/Belladonna/Mercurius, Solutio ad injectionem",B
1180341,60271,"Apis/Berberis comp., Solutio ad injectionem",B
1158355,60362,"Apis/Larynx comp., Globuli Velati",D
1302649,62752,"Aplona, Pulver zur Herstellung einer Suspension zum Einnehmen",D
42825,54386,"Apo-Enterit, Globuli",D
42824,51980,"Apo-Enterit, Tropfen zum Einnehmen",D
1376762,63175,"APO-go 10 mg/ml, Injektionslösung in einem Pen",B
1496496,68604,"APO-go 100mg/20ml, Infusionslösung in einer Patrone",B
1307207,63176,"APO-go 50 mg/10 ml, Infusionslösung in einer Fertigspritze",B
37268,54348,"Apo-Hepat, Globuli",D
37267,52702,"Apo-Hepat, Tropfen zum Einnehmen",D
34686,51789,"Apo-Infekt, Tropfen zum Einnehmen",D
29397,56511,"Apomorphin HCI Amino 10mg/ml, Injektionslösung",B
1006901,56511,"Apomorphin HCI Amino 10mg/ml, Injektionslösung",B
88153,55328,"Apo-Stom, Tropfen zum Einnehmen",D
56623,54056,"Apo-Tuss, Globuli",D
56624,53314,"Apo-Tuss, Tropfen zum Einnehmen",D
1891,43428,"Apranax 550 mg, Filmtabletten",B
1645509,70016,"Apremilast Devatis 10 mg, 20 mg, 30 mg, Filmtabletten",B
1645508,70016,"Apremilast Devatis 30 mg, Filmtabletten",B
1637692,69514,"Apremilast Leman 10 mg, 20 mg, 30 mg, comprimés pelliculés",B
1637693,69514,"Apremilast Leman 30 mg, comprimés pelliculés",B
1643937,69555,"Apremilast Spirig HC 10 mg / 20 mg / 30 mg, Filmtabletten",B
1643938,69555,"Apremilast Spirig HC 30 mg, Filmtabletten",B
1356821,63029,"Aprokam 50mg, Pulver zur Herstellung einer Injektionslösung",A
1057445,54250,"Aprovel 150, comprimés pelliculés",B
1057446,54250,"Aprovel 300, comprimés pelliculés",B
1169410,57883,"Apydan extent 150 mg, Tabletten",B
1169411,57883,"Apydan extent 300 mg, Tabletten",B
1169412,57883,"Apydan extent 600 mg, Tabletten",B
1912,52107,"Aqua ad iniectabilia ""Bichsel"", sterile Lösung",B
1211359,52107,"Aqua ad iniectabilia ""Bichsel"", sterile Lösung",B
1211360,52107,"Aqua ad iniectabilia ""Bichsel"", sterile Lösung",B
1211361,52107,"Aqua ad iniectabilia ""Bichsel"", sterile Lösung",B
1405080,52107,"Aqua ad iniectabilia ""Bichsel"", sterile Lösung",B
1211324,56504,"Aqua ad iniectabilia Amino, Injektionslösung",B
1211325,56504,"Aqua ad iniectabilia Amino, Injektionslösung",B
1211326,56504,"Aqua ad iniectabilia Amino, Injektionslösung",B
1211327,56504,"Aqua ad iniectabilia Amino, Injektionslösung",B
1211328,56504,"Aqua ad iniectabilia Amino, Injektionslösung",B
31493,45794,"Aqua ad iniectabilia B. Braun, Lösung",B
1211329,45794,"Aqua ad iniectabilia B. Braun, Lösung",B
1211330,45794,"Aqua ad iniectabilia B. Braun, Lösung",B
1211331,45794,"Aqua ad iniectabilia B. Braun, Lösung",B
1211332,45794,"Aqua ad iniectabilia B. Braun, Lösung",B
1211333,45794,"Aqua ad iniectabilia B. Braun, Lösung",B
1211334,45794,"Aqua ad iniectabilia B. Braun, Lösung",B
1211335,45794,"Aqua ad iniectabilia B. Braun, Lösung",B
1292620,45794,"Aqua ad iniectabilia B. Braun, Lösung",B
121104,53773,"Aqua ad iniectabilia Fresenius, Injektionslösung",B
1211344,53773,"Aqua ad iniectabilia Fresenius, Injektionslösung",B
1211373,56530,"Aqua ad iniectabilia Sintetica, solution injectable (ampoules à 10 ml)",B
1918,56530,"Aqua ad iniectabilia Sintetica, solution injectable (ampoules à 2 ml)",B
1211374,56530,"Aqua ad iniectabilia Sintetica, solution injectable (flacons à 100 ml)",B
1115894,59866,"Aqua Maris D3/Prunus spinosa Summitates D5 aa, Injektionslösung (s.c.)",B
1310953,60263,"Aquilinum comp., Globuli velati",D
1561671,69128,"AQUIPTA 10 mg, Tabletten",B
1561672,69128,"AQUIPTA 60 mg, Tabletten",B
1115898,59701,"Aranea diadema D6, Injektionslösung (s.c.)",B
116082,55725,"Aranesp 10 Mikrogramm, Injektionslösung in Fertigspritze",A
1220772,55725,"Aranesp 100 Mikrogramm, Injektionslösung in Fertigspritze",A
1220773,55725,"Aranesp 150 Mikrogramm, Injektionslösung in Fertigspritze",A
1220766,55725,"Aranesp 20 Mikrogramm, Injektionslösung in Fertigspritze",A
1220767,55725,"Aranesp 30 Mikrogramm, Injektionslösung in Fertigspritze",A
1220774,55725,"Aranesp 300 Mikrogramm, Injektionslösung in Fertigspritze",A
1220768,55725,"Aranesp 40 Mikrogramm, Injektionslösung in Fertigspritze",A
1220769,55725,"Aranesp 50 Mikrogramm, Injektionslösung in Fertigspritze",A
1220775,55725,"Aranesp 500 Mikrogramm, Injektionslösung in Fertigspritze",A
1220770,55725,"Aranesp 60 Mikrogramm, Injektionslösung in Fertigspritze",A
1220771,55725,"Aranesp 80 Mikrogramm, Injektionslösung in Fertigspritze",A
72081,54834,"Arava 10 mg, comprimés pelliculés",A
72083,54834,"Arava 100 mg, comprimés pelliculés",A
72082,54834,"Arava 20 mg, comprimés pelliculés",A
1170363,58373,"Arbid N, gouttes à avaler",D
1117420,56079,"Arcoxia 30 mg, Filmtabletten",B
1117421,56079,"Arcoxia 60 mg, Filmtabletten",B
1163386,60616,"Arctium / Marsdenia cundurango comp., Tropfen zum Einnehmen",D
1614914,69310,"AREXVY, Pulver und Suspension zur Herstellung einer Injektionssuspension",B
1284674,62861,"Argatra 100mg/ml, Konzentrat zur Herstellung einer Infusionslösung",B
26868,59746,"Argentum metallicum praeparatum D6, Injektionslösung (s.c.)",B
1115925,59746,"Argentum metallicum praeparatum D6, Injektionslösung (s.c.)",B
1115926,59746,"Argentum metallicum praeparatum D6, Injektionslösung (s.c.)",B
1123217,60265,"Argentum nitricum comp., Globuli velati",D
1188020,60148,"Argentum nitricum comp., Tropfen zum Einnehmen",D
1115931,59745,"Argentum nitricum D6, Injektionslösung (s.c.)",B
1115907,59865,"Argentum/Berberis comp., Injektionslösung (s.c.)",B
1180342,60354,"Argentum/Echinacea, Injektionslösung (s.c.)",B
1123220,60223,"Argentum/Saccharum Sacchari, Solutio ad injectionem",B
1272603,60309,"Argentum/Urtica comp., Gel",D
62644,54274,"Aricept 10 mg, Filmtabletten",B
62643,54274,"Aricept 5 mg, Filmtabletten",B
1029923,57312,"Aricept Evess 10 mg, Schmelztabletten",B
1029922,57312,"Aricept Evess 5 mg, Schmelztabletten",B
1272422,62294,"Arilin 1000 mg, Vaginalzäpfchen",B
1510122,68805,"Arimidex 1 mg, Filmtabletten",B
47119,53535,"Arimidex, Filmtabletten",B
1464088,67743,"Aripiprazol NOBEL 1 mg/ml, Sirup",B
1425677,67607,"Aripiprazol NOBEL 10 mg, Tabletten",B
1425678,67607,"Aripiprazol NOBEL 15 mg, Tabletten",B
1425679,67607,"Aripiprazol NOBEL 30 mg, Tabletten",B
1425676,67607,"Aripiprazol NOBEL 5 mg, Tabletten",B
1298030,65511,"Aripiprazol Sandoz 10 mg, Tabletten",B
1298031,65511,"Aripiprazol Sandoz 15 mg, Tabletten",B
1298032,65511,"Aripiprazol Sandoz 30 mg, Tabletten",B
1298029,65511,"Aripiprazol Sandoz 5 mg, Tabletten",B
1307295,65456,"Aripiprazol Spirig HC 10 mg, Tabletten",B
1307296,65456,"Aripiprazol Spirig HC 15 mg, Tabletten",B
1307297,65456,"Aripiprazol Spirig HC 30 mg, Tabletten",B
1307294,65456,"Aripiprazol Spirig HC 5 mg, Tabletten",B
1293581,65471,"Aripiprazol-Mepha 10 mg, Tabletten",B
1293582,65471,"Aripiprazol-Mepha 15 mg, Tabletten",B
1473573,66977,"Aripiprazol-Mepha 1mg/ml, Sirup",B
1293579,65471,"Aripiprazol-Mepha 30 mg, Tabletten",B
1293580,65471,"Aripiprazol-Mepha 5 mg, Tabletten",B
1297825,65478,"Aripiprazol-Mepha oro 10 mg, Schmelztabletten",B
1297826,65478,"Aripiprazol-Mepha oro 15 mg, Schmelztabletten",B
1177828,60619,"Aristolochia clematitis / Conium maculatum comp., Tropfen zum Einnehmen",D
1015516,55937,"Arixtra 1.5 mg/0.3 ml, Injektionslösung",B
1036336,55937,"Arixtra 10 mg/0.8 ml, Injektionslösung",B
109693,55937,"Arixtra 2.5 mg/0.5 ml, Injektionslösung",B
1036334,55937,"Arixtra 5.0 mg/0.4 ml, Injektionslösung",B
1036335,55937,"Arixtra 7.5 mg/0.6 ml, Injektionslösung",B
1324017,46279,"Arkocaps Aubépine/Weissdorn 350 mg, capsules",D
1382209,66597,"Arkocaps Busserole nouvelle formule, gélules",D
